"CountyName","GEOID","COUNTYNS","WHP_Score","County","State","DroughtRisk_Score"
"Tucker","54093","01689423",16.8,"Tucker County","WV",0.0861103253182461
"Crawford","55023","01581071",8.4,"Crawford County","WI",0.304391257046781
"Mahaska","19123","00465250",3.1,"Mahaska County","IA",0.332960176179115
"Douglas","20045","00484992",17.2,"Douglas County","KS",0.0544581234844245
"Daviess","21059","00516876",3.7,"Daviess County","KY",0.108355691835952
"Powell","21197","00516945",16.2,"Powell County","KY",0.2
"Jasper","29097","00758503",8.7,"Jasper County","MO",0
"Adams","38001","01034210",5.6,"Adams County","ND",0
"Graves","21083","00516888",5.7,"Graves County","KY",0.1
"Cambria","42021","01213662",13.5,"Cambria County","PA",0
"Livingston","26093","01622989",6.4,"Livingston County","MI",0
"Lackawanna","42069","01213675",18.3,"Lackawanna County","PA",0
"Falls","48145","01383858",10.1,"Falls County","TX",0.126779837173047
"Yell","05149","00069908",23.6,"Yell County","AR",0.1
"Jessamine","21113","00516903",8.5,"Jessamine County","KY",0.2
"Monroe","21171","00516932",8.9,"Monroe County","KY",0.228948319479581
"Lake","46079","01265776",3.1,"Lake County","SD",0.151057491808162
"Caswell","37033","01008542",24.8,"Caswell County","NC",0.133194328607173
"Greene","39057","01074041",3.4,"Greene County","OH",0.03731
"Appanoose","19007","00465193",7.1,"Appanoose County","IA",0.352022618529795
"New Kent","51127","01480150",18.3,"New Kent County","VA",0.0014
"Lewis","36049","00974123",16.8,"Lewis County","NY",0
"Jefferson","18077","00450363",6.9,"Jefferson County","IN",0.207208695188875
"Bedford","51019","01674818",16.8,"Bedford County","VA",0.193955461293743
"Boone","31011","00835828",3.7,"Boone County","NE",0.273337875985593
"Oregon","29149","00758529",22.5,"Oregon County","MO",0.2
"Houston","47083","01648578",11.7,"Houston County","TN",0.333419886971132
"Wyoming","42131","01209192",18,"Wyoming County","PA",0
"Lenoir","37107","01008568",21.5,"Lenoir County","NC",0
"Vigo","18167","00450398",4.4,"Vigo County","IN",0.2
"Elkhart","18039","00450348",3.3,"Elkhart County","IN",0.126071832333246
"Grayson","51077","01501196",16.7,"Grayson County","VA",0.181803675905679
"Meeker","27093","00659492",2.8,"Meeker County","MN",0.00636
"Ashland","39005","01074016",5.3,"Ashland County","OH",0
"Monroe","05095","00069167",5.1,"Monroe County","AR",0.293201715521214
"Dallas","29059","00758484",20.1,"Dallas County","MO",0.3
"Pittsylvania","51143","01480157",19,"Pittsylvania County","VA",0.188691006233304
"Wyandotte","20209","00485065",10.5,"Wyandotte County","KS",0.01095
"Tuscola","26157","01623019",3.5,"Tuscola County","MI",0.05029
"Graham","20065","00481811",6.7,"Graham County","KS",0.319583359877684
"St. Landry","22097","01629479",6.2,"Saint Landry Parish","LA",0.358431060002277
"Giles","47055","01639746",17,"Giles County","TN",0.399992499812495
"Lucas","39095","01074060",1.8,"Lucas County","OH",0.2
"Mississippi","05093","00069899",1.3,"Mississippi County","AR",0.183086091035882
"Floyd","18043","00450350",7.6,"Floyd County","IN",0.1
"Morton","20129","00485135",18.2,"Morton County","KS",0.02242
"Grant","21081","00516887",9.2,"Grant County","KY",0.00073
"Taylor","21217","00516955",7.7,"Taylor County","KY",0.287873431147251
"Pleasants","54073","01678557",15.6,"Pleasants County","WV",0
"Giles","51071","01494551",16.5,"Giles County","VA",0.100737272093255
"Red Willow","31145","00835894",5.3,"Red Willow County","NE",0.08477
"Humphreys","47085","01639757",14.3,"Humphreys County","TN",0.4
"Mason","17125","00424261",2,"Mason County","IL",0.01241
"Wythe","51197","01501379",12.2,"Wythe County","VA",0.2
"Eau Claire","55035","01581077",10.1,"Eau Claire County","WI",0.02949
"Walker","48471","01384021",35.9,"Walker County","TX",0.141010087241003
"Sumner","20191","00481812",4.3,"Sumner County","KS",0.04666
"Oceana","26127","01623006",6.1,"Oceana County","MI",0.0779016329324338
"Ashtabula","39007","01074017",3.9,"Ashtabula County","OH",0.06388
"Livingston","17105","00424254",0.6,"Livingston County","IL",0
"Preble","39135","01074080",2.8,"Preble County","OH",0.1
"Jackson","39079","01074052",17.7,"Jackson County","OH",0.0589450895493013
"Harris","48201","01383886",7.9,"Harris County","TX",0.067966395762944
"Middlesex","25017","00606935",20.3,"Middlesex County","MA",0
"Miami","20121","00485025",11.3,"Miami County","KS",0.04721
"Cortland","36023","00974110",19.4,"Cortland County","NY",0
"Washtenaw","26161","01623021",5.8,"Washtenaw County","MI",0.09462
"LaGrange","18087","00450368",4.1,"LaGrange County","IN",0.198780302646895
"Oconto","55083","01581102",21.1,"Oconto County","WI",0.0565445975344453
"Washington","44009","01219782",10.6,"Washington County","RI",0.00252
"Forest","55041","01581080",22,"Forest County","WI",0.222581861012956
"Sawyer","55113","01581116",23.5,"Sawyer County","WI",0.226470862470862
"Stark","39151","01065576",5.4,"Stark County","OH",0.04805
"Guadalupe","48187","01383879",21.4,"Guadalupe County","TX",0.369521632563135
"Island","53029","01513272",6.6,"Island County","WA",0.08495
"Jefferson","54037","01550025",20.3,"Jefferson County","WV",0.159135089449218
"Prince William","51153","01480161",11.9,"Prince William County","VA",0.0574590483619345
"Chester","42029","01209174",10.1,"Chester County","PA",0
"Roane","47145","01639785",17.8,"Roane County","TN",0.267760916692474
"Clallam","53009","01531341",11.7,"Clallam County","WA",0.118636127017179
"Van Buren","19177","00465277",6.2,"Van Buren County","IA",0.364500622101572
"Gosper","31073","00835858",5.1,"Gosper County","NE",0.00415
"Monroe","28095","00695771",26.5,"Monroe County","MS",0.34172731100018
"Prince George's","24033","01714670",11.2,"Prince George's County","MD",0.00508
"Scott","51169","01498172",18.8,"Scott County","VA",0.169817093015687
"Jackson","48239","01383905",8.5,"Jackson County","TX",0.2
"Love","40085","01101830",21,"Love County","OK",0.243665188177946
"Mahoning","39099","01074062",5.9,"Mahoning County","OH",0
"Wayne","17191","00424296",3.2,"Wayne County","IL",0.29933110367893
"Osage","29151","00758530",9.2,"Osage County","MO",0.291631768422599
"Kane","17089","00424246",2.7,"Kane County","IL",0
"Gates","37073","01026126",28,"Gates County","NC",0
"Otero","08089","00198160",21.7,"Otero County","CO",0.09724
"Monroe","42089","01209184",28.2,"Monroe County","PA",0
"Newton","05101","00069900",22.2,"Newton County","AR",0.08679
"Cavalier","38019","01035304",2.9,"Cavalier County","ND",0.3
"Noble","40103","01101839",11.2,"Noble County","OK",0.00141
"Gove","20063","00485000",5.8,"Gove County","KS",0.17645263909628
"Pointe Coupee","22077","00559449",5.4,"Pointe Coupee Parish","LA",0.342548628280361
"Harrison","18061","00451677",7.5,"Harrison County","IN",0.1
"LaSalle","22059","00558049",30.6,"La Salle Parish","LA",0.477916596319433
"Waldo","23027","00581299",28.7,"Waldo County","ME",0
"Howard","24027","01709077",6.6,"Howard County","MD",0.09999
"Tuscarawas","39157","01074090",7.8,"Tuscarawas County","OH",0.00311
"Capitol","09110","02830244",24.8,"Capitol Planning Region","CT",0
"Greater Bridgeport","09120","02830245",10.8,"Greater Bridgeport Planning Region","CT",0
"Lower Connecticut River Valley","09130","02830246",25,"Lower Connecticut River Valley Planning Region","CT",0
"Northeastern Connecticut","09150","02830250",32.6,"Northeastern Connecticut Planning Region","CT",0
"Northwest Hills","09160","02830251",32.5,"Northwest Hills Planning Region","CT",0
"South Central Connecticut","09170","02830252",12,"South Central Connecticut Planning Region","CT",0
"Southeastern Connecticut","09180","02830253",23.3,"Southeastern Connecticut Planning Region","CT",0
"Highland","39071","01074048",5.3,"Highland County","OH",0
"Trempealeau","55121","01581120",6.2,"Trempealeau County","WI",0
"Winkler","48495","01384033",19.5,"Winkler County","TX",0.2
"Charles City","51036","01480109",18.9,"Charles City County","VA",0
"Choctaw","01023","00161537",37.1,"Choctaw County","AL",0.289960927874969
"Knox","18083","00450366",1.9,"Knox County","IN",0.298994974874372
"Williams","38105","01035306",4.6,"Williams County","ND",0
"Cass","38017","01034226",3.2,"Cass County","ND",0.06155
"Hardin","17069","00424236",9.6,"Hardin County","IL",0.1
"Frio","48163","01383867",27.8,"Frio County","TX",0.192202751969893
"Johnson","19103","00465240",3.7,"Johnson County","IA",0.4
"Neosho","20133","00485030",7,"Neosho County","KS",0.179036057256749
"Greenup","21089","00516891",17,"Greenup County","KY",0.224451567665031
"Linn","20107","00485018",8.2,"Linn County","KS",0.100299550673989
"Hayes","31085","00835864",6.7,"Hayes County","NE",0.1
"Phillips","08095","00198163",3.6,"Phillips County","CO",0.09863
"Calhoun","05013","00063758",36.5,"Calhoun County","AR",0.356642536267132
"Henderson","21101","00516897",2.9,"Henderson County","KY",0.106163985268463
"Oktibbeha","28105","00695775",32.5,"Oktibbeha County","MS",0.359419878526423
"Garrett","24023","01711058",20.9,"Garrett County","MD",0.05372
"Webster","22119","00559567",33.3,"Webster Parish","LA",0.254925496688742
"Hillsdale","26059","01622972",4.3,"Hillsdale County","MI",0.174447143836043
"Logan","21141","00516917",5.1,"Logan County","KY",0.104228660924041
"Merrimack","33013","00873180",18.1,"Merrimack County","NH",0
"York","42133","01209193",5.8,"York County","PA",0.09419
"Beadle","46005","01266986",5.6,"Beadle County","SD",0.0246
"Billings","38007","01035616",16.2,"Billings County","ND",0
"Gasconade","29073","00758491",10,"Gasconade County","MO",0.270206677265501
"Butler","21031","00516862",8.4,"Butler County","KY",0.205036508021105
"Cross","05037","00066848",3,"Cross County","AR",0.203219963775408
"Phillips","05107","00069172",2.8,"Phillips County","AR",0.413571113615207
"St. James","22093","01629464",6.7,"Saint James Parish","LA",0.252669112494332
"Washita","40149","01101862",8.4,"Washita County","OK",0.118032936038577
"Pulaski","18131","00446852",1.9,"Pulaski County","IN",0.101232359371894
"Benzie","26019","01622952",4.6,"Benzie County","MI",0.0614545093759302
"Montgomery","24031","01712500",6.3,"Montgomery County","MD",0.05627
"Manassas Park","51685","01498431",3.6,"Manassas Park City","VA",0.0126
"Arlington","51013","01480097",2.4,"Arlington County","VA",0
"Carroll","51035","01480108",18.6,"Carroll County","VA",0.176953365325458
"St. Charles","29183","00758546",4.8,"Saint Charles County","MO",0.2
"Queen Anne's","24035","00596089",3.9,"Queen Anne's County","MD",0
"Brown","20013","00484976",3.8,"Brown County","KS",0.2
"Holt","29087","00758498",3.6,"Holt County","MO",0.149782184167042
"Columbia","41009","01135847",27.5,"Columbia County","OR",0.00756
"Elk","42047","01213668",12.2,"Elk County","PA",0.02068
"Brown","18013","00451684",9.1,"Brown County","IN",0.286210582576162
"Clark","18019","00450340",6.6,"Clark County","IN",0.1
"Boyle","21021","00516857",8.3,"Boyle County","KY",0.2
"Estill","21065","00516879",16.7,"Estill County","KY",0.2
"Colorado","48089","01383830",7.9,"Colorado County","TX",0.2
"Grundy","17063","00424233",1.7,"Grundy County","IL",0
"Lincoln","27081","00659486",3.4,"Lincoln County","MN",0.146684553468762
"Gwinnett","13135","01688166",16.3,"Gwinnett County","GA",0.2
"Polk","55095","01581108",16.3,"Polk County","WI",0.07595
"Green","55045","01581082",3.5,"Green County","WI",0
"Newport News","51700","01498555",4,"Newport News City","VA",0
"Bent","08011","00198121",24.3,"Bent County","CO",0.08646
"Franklin","05047","00066853",26.7,"Franklin County","AR",0.00878
"Montgomery","47125","01639777",8,"Montgomery County","TN",0.201874134809924
"McLean","38055","01034232",4.6,"McLean County","ND",0
"Wright","19197","00465287",1,"Wright County","IA",0.356614696778631
"Shelby","48419","01383995",31.2,"Shelby County","TX",0.263624856611685
"Crawford","29055","00758482",21.1,"Crawford County","MO",0.320120928171199
"Bath","51017","01673638",22,"Bath County","VA",0.232262382864793
"Plaquemines","22075","00558125",3.1,"Plaquemines Parish","LA",0.306343859649123
"Pontotoc","28115","00695803",28.6,"Pontotoc County","MS",0.5
"Morehouse","22067","00558097",9.7,"Morehouse Parish","LA",0.39834845780649
"Bullitt","21029","00516861",8.4,"Bullitt County","KY",0.0416242680234232
"Dallas","01047","00161549",33.6,"Dallas County","AL",0.2
"Cass","27021","00659456",22.7,"Cass County","MN",0.298880434418262
"Yazoo","28163","00695802",14.9,"Yazoo County","MS",0.412052307992583
"Outagamie","55087","01581104",7,"Outagamie County","WI",0.08018
"Lafayette","29107","00758508",4,"Lafayette County","MO",0.0411582626060909
"Wilson","37195","01008596",20.6,"Wilson County","NC",0
"Morrow","39117","01074071",4.1,"Morrow County","OH",0.05378
"Foster","38031","01034223",5.5,"Foster County","ND",0.00721
"Burnet","48053","01383812",28.5,"Burnet County","TX",0.301646527685566
"Ste. Genevieve","29186","00765806",9.2,"Sainte Genevieve County","MO",0.3
"McDonough","17109","01784729",2.6,"McDonough County","IL",0.199513033514752
"Montgomery","19137","00465257",2.4,"Montgomery County","IA",0.291173604343589
"Jackson","05067","00066861",5.5,"Jackson County","AR",0.100319488817891
"Hudspeth","48229","01383900",9.8,"Hudspeth County","TX",0.320805157049864
"Lincoln","31111","00835877",9,"Lincoln County","NE",0.01678
"Henry","47079","01639755",16.5,"Henry County","TN",0.315768697322095
"Winchester","51840","01789077",7.9,"Winchester City","VA",0.2
"Dakota","27037","00659464",3,"Dakota County","MN",0.109560083793563
"Clark","29045","00758477",5.5,"Clark County","MO",0.21783295711061
"Boone","21015","00516854",7.4,"Boone County","KY",0.0909
"Washington","21229","00516961",8.5,"Washington County","KY",0.2
"Avoyelles","22009","00558424",6.9,"Avoyelles Parish","LA",0.462075760893365
"Tate","28137","00695789",20.9,"Tate County","MS",0.5
"Worth","29227","00758566",8.3,"Worth County","MO",0.139987198975918
"Gratiot","26057","01622971",2.5,"Gratiot County","MI",0
"Union","19175","00465276",5.1,"Union County","IA",0.302187966185977
"Massac","17127","01784730",6.1,"Massac County","IL",0.100119928043174
"Carlisle","21039","00516866",4.1,"Carlisle County","KY",0.1
"Morgan","18109","00450375",5.6,"Morgan County","IN",0.2
"Ellis","48139","01383856",20.7,"Ellis County","TX",0
"Grant","18053","00450355",1.9,"Grant County","IN",0.2
"Winn","22127","00559594",38.2,"Winn Parish","LA",0.467586266539825
"Henry","17073","00424238",1.5,"Henry County","IL",0
"Lincoln","41041","01135856",20.1,"Lincoln County","OR",0
"York","23031","00581301",24,"York County","ME",0
"Codington","46029","01265791",4.5,"Codington County","SD",0.06828
"Clay","05021","00063759",3.4,"Clay County","AR",0.173297434273044
"Faulkner","05045","00066852",22.1,"Faulkner County","AR",0.139215371010531
"Keokuk","19107","00465242",3.5,"Keokuk County","IA",0.352767730547759
"Greene","17061","00424232",3.3,"Greene County","IL",0.196917843521286
"Dickson","47043","01639740",11.2,"Dickson County","TN",0.355122862480241
"Greene","47059","01639747",12.8,"Greene County","TN",0.142121881907168
"Sussex","51183","01690257",20.6,"Sussex County","VA",0
"St. Joseph","18141","00452855",3.1,"Saint Joseph County","IN",0.1
"Pembina","38067","01034212",2.2,"Pembina County","ND",0.299986665777718
"Penobscot","23019","00581295",23.4,"Penobscot County","ME",0
"Talbot","24041","00592947",4.9,"Talbot County","MD",0
"Baxter","05005","00069895",22.3,"Baxter County","AR",0.147607436757086
"Story","19169","00465273",1.4,"Story County","IA",0.3
"Bourbon","20011","00484975",9.7,"Bourbon County","KS",0.138548425859168
"Cumberland","51049","01494109",21.7,"Cumberland County","VA",0.1
"Taylor","55119","01581119",18.3,"Taylor County","WI",0.105457584621814
"Mower","27099","00659495",1.1,"Mower County","MN",0.302570392122992
"Murray","27101","00659496",1.7,"Murray County","MN",0.11934784572306
"Providence","44007","01219781",25.4,"Providence County","RI",0
"Phelps","29161","00758535",21.6,"Phelps County","MO",0.304912257597208
"Starke","18149","00450389",3.6,"Starke County","IN",0.1
"Williamson","48491","01384031",19,"Williamson County","TX",0.370220951962185
"Mitchell","19131","00465254",1.3,"Mitchell County","IA",0.3989236520561
"Catahoula","22025","00558495",10.6,"Catahoula Parish","LA",0.422114166925522
"Carbon","42025","01213664",36.6,"Carbon County","PA",0
"Unicoi","47171","01648582",14.7,"Unicoi County","TN",0.191587163920208
"Marathon","55073","01581096",17.1,"Marathon County","WI",0.04791
"Braxton","54007","01550010",17.6,"Braxton County","WV",0
"Wexford","26165","01623023",21.2,"Wexford County","MI",0.09621
"Blair","42013","01213659",15.6,"Blair County","PA",0
"Hickory","29085","00758497",18.4,"Hickory County","MO",0.261687254239981
"Barry","29009","00758459",17.6,"Barry County","MO",0.07725
"Ramsey","27123","00659507",4.2,"Ramsey County","MN",0.1
"Coffee","47031","01639735",13.2,"Coffee County","TN",0.4
"Ohio","21183","00516938",8.3,"Ohio County","KY",0.196916346001792
